Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Type
PSP,2012,Adventure,0,0,70000,0,portable
DS,2008,Role-Playing,80000,0,10000,10000,portable
Wii,2010,Sports,210000,0,0,10000,console
SAT,1996,Fighting,0,0,120000,0,console
DS,2009,Puzzle,300000,30000,160000,30000,portable
Wii,2011,Misc,260000,110000,0,40000,console
WiiU,2013,Sports,390000,240000,210000,60000,portable
GG,1992,Platform,0,0,40000,0,portable
Wii,2010,Sports,260000,690000,0,120000,console
PS,1999,Adventure,0,0,160000,10000,console
PS,1998,Shooter,30000,20000,0,0,console
DS,2010,Simulation,130000,0,0,10000,portable
PSP,2009,Role-Playing,80000,110000,620000,60000,portable
XB,2003,Racing,70000,20000,0,0,console
PS2,2002,Adventure,20000,20000,250000,10000,console
Wii,2010,Platform,170000,100000,0,20000,console
PS2,2003,Racing,240000,190000,0,60000,console
PSP,2008,Adventure,0,0,10000,0,portable
PS,1999,Shooter,10000,10000,0,0,console
X360,2011,Action,60000,40000,0,10000,console
PS2,2001,Sports,140000,110000,0,40000,console
PS,1999,Shooter,1720000,1330000,0,160000,console
PS2,2001,Racing,80000,60000,0,20000,console
PSV,2013,Sports,0,0,100000,0,portable
X360,2014,Action,90000,70000,0,20000,console
PC,2009,Action,0,20000,0,0,pc
PSP,2007,Fighting,0,0,80000,0,portable
XOne,2016,Action,50000,20000,0,10000,console
DS,2011,Action,0,0,30000,0,portable
PS2,2000,Strategy,60000,40000,0,10000,console
NES,1987,Fighting,2029999,470000,450000,70000,console
PS2,2003,Adventure,90000,70000,0,20000,console
PSP,2012,Adventure,0,0,80000,0,portable
GBA,2002,Misc,230000,80000,0,10000,portable
PSV,2014,Role-Playing,0,0,10000,0,portable
PS,1997,Action,470000,320000,0,60000,console
PSP,2007,Role-Playing,60000,0,0,10000,portable
PS3,2011,Action,390000,400000,0,160000,console
GBA,2002,Platform,1220000,100000,910000,40000,portable
PS3,2009,Racing,100000,0,0,10000,console
SNES,1995,Sports,0,0,100000,0,console
PS4,2016,Action,0,10000,10000,0,console
PS2,2001,Sports,150000,120000,0,40000,console
GC,2005,Fighting,0,0,80000,0,console
Wii,2008,Fighting,6750000,2610000,2660000,1020000,console
PS2,2004,Role-Playing,340000,260000,0,90000,console
GB,1996,Puzzle,0,0,350000,0,portable
DS,2008,Sports,40000,20000,0,10000,portable
DS,2007,Misc,150000,0,0,10000,portable
PS,1998,Sports,370000,250000,0,40000,console
DS,2009,Shooter,40000,0,0,0,portable
X360,2007,Fighting,920000,380000,0,130000,console
XOne,2015,Misc,290000,170000,0,50000,console
WiiU,2013,Action,200000,100000,80000,30000,portable
PSP,2009,Racing,180000,30000,0,30000,portable
PC,2009,Simulation,0,320000,0,70000,pc
Wii,2009,Misc,70000,0,0,10000,console
PC,2007,Sports,0,1120000,0,0,pc
GC,2006,Adventure,390000,100000,0,10000,console
PS2,2006,Sports,3630000,240000,10000,610000,console
XOne,2015,Action,80000,40000,0,10000,console
PS2,2006,Adventure,0,0,20000,0,console
DS,2005,Misc,70000,0,0,0,portable
GC,2004,Platform,30000,10000,0,0,console
PS,2000,Fighting,1760000,1210000,70000,160000,console
PS3,2011,Shooter,330000,350000,0,130000,console
PS3,2014,Adventure,0,0,20000,0,console
X360,2013,Sports,210000,130000,0,30000,console
PS2,2007,Action,0,0,80000,0,console
3DS,2014,Action,0,10000,0,0,portable
3DS,2015,Platform,30000,0,0,0,portable
XB,2005,Sports,730000,210000,0,30000,console
DS,2014,Action,20000,0,0,0,portable
SNES,1993,Simulation,0,0,190000,0,console
DS,2010,Adventure,0,0,10000,0,portable
PS2,2003,Action,0,0,220000,0,console
Wii,2009,Action,560000,40000,0,50000,console
DS,2010,Action,100000,30000,0,10000,portable
PSP,2012,Adventure,0,0,90000,0,portable
PSP,2004,Simulation,50000,0,0,0,portable
X360,2008,Racing,1380000,850000,0,250000,console
XB,2004,Racing,340000,100000,0,20000,console
GC,2002,Simulation,0,0,140000,0,console
PS2,2009,Fighting,0,0,30000,0,console
XOne,2014,Misc,110000,30000,0,10000,console
Wii,2012,Role-Playing,0,0,960000,0,console
PS4,2015,Action,90000,100000,0,40000,console
Wii,2009,Role-Playing,130000,0,60000,10000,console
PC,2010,Strategy,30000,0,0,0,pc
3DS,2013,Action,0,0,40000,0,portable
GBA,2002,Action,260000,100000,0,10000,portable
SAT,1997,Adventure,0,0,80000,0,console
3DS,2013,Misc,0,0,80000,0,portable
PS2,2005,Sports,0,0,110000,0,console
PS,2001,Misc,280000,190000,0,30000,console
DS,2010,Simulation,180000,0,0,10000,portable
PS2,2004,Sports,580000,2480000,40000,590000,console
PS4,2016,Action,20000,0,0,10000,console
PSP,2005,Racing,0,0,10000,0,portable
PS2,2004,Strategy,50000,40000,0,10000,console
DS,2008,Strategy,0,0,100000,0,portable
DS,2007,Role-Playing,0,0,150000,0,portable
PS3,2015,Shooter,160000,170000,20000,60000,console
SAT,1995,Action,0,0,410000,0,console
3DS,2016,Misc,0,0,40000,0,portable
DS,2011,Simulation,130000,40000,0,10000,portable
PSV,2013,Adventure,30000,0,10000,10000,portable
GBA,2002,Platform,850000,650000,0,80000,portable
Wii,2008,Role-Playing,180000,140000,40000,40000,console
WiiU,2015,Action,200000,210000,0,40000,portable
Wii,2007,Misc,1060000,1930000,410000,430000,console
PSV,2015,Role-Playing,20000,20000,0,10000,portable
PS3,2012,Strategy,0,0,10000,0,console
Wii,2009,Sports,90000,0,0,10000,console
PSP,2010,Adventure,0,0,10000,0,portable
Wii,2010,Misc,310000,20000,0,20000,console
GC,2001,Simulation,1920000,160000,990000,90000,console
X360,2007,Sports,180000,80000,0,0,console
Wii,2010,Misc,270000,660000,0,120000,console
PSV,2016,Role-Playing,0,0,300000,0,portable
PS4,2014,Strategy,0,0,60000,0,console
XB,2005,Fighting,420000,160000,0,20000,console
2600,1981,Racing,450000,30000,0,0,console
PS2,2006,Action,990000,40000,0,160000,console
X360,2009,Sports,130000,30000,0,10000,console
GBA,2002,Role-Playing,840000,270000,0,50000,portable
PS3,2015,Fighting,150000,200000,140000,70000,console
DS,2009,Simulation,530000,0,0,40000,portable
XB,2006,Action,370000,110000,0,20000,console
X360,2008,Platform,100000,0,0,10000,console
3DS,2011,Sports,10000,0,0,0,portable
XOne,2015,Role-Playing,770000,380000,0,120000,console
PSP,2013,Role-Playing,0,0,240000,0,portable
DS,2009,Misc,0,0,70000,0,portable
Wii,2011,Misc,240000,430000,180000,90000,console
3DS,2011,Shooter,80000,0,0,10000,portable
DS,2004,Misc,0,0,40000,0,portable
PS4,2015,Role-Playing,0,0,40000,0,console
PSP,2010,Fighting,0,0,110000,0,portable
GBA,2003,Racing,110000,40000,0,0,portable
Wii,2007,Action,520000,30000,0,40000,console
DS,2011,Puzzle,70000,10000,0,10000,portable
WiiU,2013,Action,20000,0,0,0,portable
X360,2012,Action,1020000,0,0,60000,console
X360,2008,Sports,2210000,120000,0,200000,console
X360,2015,Action,190000,210000,0,40000,console
X360,2007,Shooter,50000,0,0,0,console
DS,2008,Role-Playing,40000,0,0,0,portable
PSV,2015,Misc,130000,100000,150000,70000,portable
2600,1980,Shooter,2560000,170000,0,30000,console
GC,2002,Platform,30000,10000,0,0,console
PSP,2013,Sports,0,0,40000,0,portable
DS,2006,Adventure,300000,10000,0,30000,portable
PS,1996,Misc,30000,20000,210000,20000,console
DS,2009,Simulation,0,70000,0,10000,portable
DS,2008,Misc,50000,0,0,0,portable
X360,2008,Sports,80000,230000,0,30000,console
Wii,2011,Misc,80000,90000,0,20000,console
GC,2003,Action,40000,10000,0,0,console
GBA,2002,Sports,370000,140000,0,10000,portable
PS3,2014,Racing,50000,110000,10000,40000,console
Wii,2007,Action,260000,10000,0,20000,console
3DS,2012,Platform,80000,20000,40000,10000,portable
PS,1996,Sports,80000,50000,0,10000,console
PS3,2008,Sports,280000,0,0,20000,console
PS2,2000,Role-Playing,100000,80000,150000,30000,console
NG,1994,Fighting,0,0,230000,0,console
PS2,2004,Misc,0,0,200000,0,console
PS2,2004,Racing,350000,10000,0,60000,console
PC,2003,Adventure,0,20000,0,0,pc
PC,2008,Action,20000,20000,0,10000,pc
PC,2011,Strategy,0,30000,0,10000,pc
DS,2008,Misc,440000,10000,0,40000,portable
PSP,2008,Role-Playing,60000,0,80000,10000,portable
DS,2006,Sports,40000,0,0,0,portable
Wii,2009,Racing,290000,160000,0,50000,console
PS3,2012,Action,0,0,260000,0,console
PC,2007,Shooter,10000,390000,0,20000,pc
PS2,2003,Adventure,160000,130000,0,40000,console
GBA,2002,Misc,50000,20000,0,0,portable
PS,1997,Sports,390000,270000,0,50000,console
3DS,2014,Role-Playing,330000,70000,270000,40000,portable
PC,2001,Strategy,0,30000,0,10000,pc
PSP,2006,Fighting,0,0,10000,0,portable
DS,2006,Simulation,170000,0,0,10000,portable
X360,2008,Action,530000,430000,10000,110000,console
DS,2007,Sports,20000,0,0,0,portable
PS2,2005,Role-Playing,60000,50000,0,20000,console
PS3,2012,Adventure,0,0,110000,0,console
Wii,2009,Adventure,0,0,10000,0,console
DS,2009,Puzzle,60000,0,0,0,portable
PSP,2010,Strategy,0,0,10000,0,portable
DS,2010,Simulation,50000,0,0,0,portable
PS3,2012,Shooter,10000,50000,0,20000,console
GC,2002,Role-Playing,100000,20000,40000,0,console
PS,1999,Racing,120000,80000,0,10000,console
PS4,2016,Action,0,0,20000,0,console
PS2,2006,Adventure,0,0,30000,0,console
GC,2005,Misc,160000,40000,0,10000,console
GC,2005,Action,90000,20000,0,0,console
DS,2009,Adventure,0,0,70000,0,portable
PS,1996,Sports,90000,60000,0,10000,console
N64,1999,Sports,200000,50000,0,0,console
PS3,2013,Shooter,110000,110000,10000,50000,console
DS,2005,Action,120000,10000,0,10000,portable
PS2,2001,Sports,70000,50000,0,20000,console
PS2,2002,Racing,20000,20000,0,10000,console
PSP,2012,Action,0,0,60000,0,portable
SAT,1995,Fighting,0,0,280000,0,console
PS,1999,Fighting,0,0,180000,10000,console
PS2,2005,Sports,0,0,470000,0,console
Wii,2010,Misc,290000,0,0,20000,console
PC,2006,Simulation,0,30000,0,10000,pc
DS,2006,Misc,130000,0,0,10000,portable
PSV,2015,Role-Playing,0,0,30000,0,portable
PS2,2004,Role-Playing,170000,130000,300000,50000,console
XB,2004,Action,20000,0,0,0,console
X360,2011,Shooter,820000,610000,30000,150000,console
PSV,2012,Action,0,0,30000,0,portable
XB,2002,Action,110000,30000,0,10000,console
PS2,2007,Action,0,0,330000,0,console
GBA,2005,Role-Playing,270000,100000,220000,10000,portable
PC,2007,Racing,0,20000,0,0,pc
PS2,2006,Sports,420000,20000,0,70000,console
PS2,2005,Action,250000,200000,0,70000,console
PSP,2012,Misc,0,0,190000,0,portable
PS,1997,Strategy,0,0,300000,20000,console
PS2,2004,Platform,1060000,540000,0,160000,console
Wii,2008,Action,140000,0,0,10000,console
Wii,2009,Racing,50000,10000,0,10000,console
PS4,2014,Action,220000,300000,40000,120000,console
PSP,2009,Racing,160000,380000,10000,210000,portable
PS2,2004,Sports,160000,1890000,1120000,680000,console
X360,2006,Shooter,190000,10000,0,20000,console
PS2,2005,Sports,150000,120000,0,40000,console
XB,2005,Shooter,20000,10000,0,0,console
X360,2010,Misc,240000,130000,0,40000,console
GBA,2004,Platform,0,0,90000,0,portable
PS2,2005,Simulation,670000,30000,0,110000,console
DS,2009,Action,420000,0,0,0,portable
PC,2007,Sports,0,10000,0,0,pc
PSV,2014,Fighting,80000,0,70000,30000,portable
PS,1998,Puzzle,50000,30000,0,10000,console
PC,2016,Sports,0,30000,0,0,pc
PS,1997,Action,350000,240000,0,40000,console
PS2,2005,Fighting,130000,100000,0,30000,console
X360,2013,Action,60000,160000,0,30000,console
PS,1997,Role-Playing,40000,30000,0,10000,console
GBA,2005,Misc,100000,40000,0,0,portable
DS,2012,Action,0,0,100000,0,portable
X360,2013,Action,90000,50000,0,10000,console
Wii,2007,Action,340000,30000,0,30000,console
DS,2011,Puzzle,0,0,140000,0,portable
GC,2002,Role-Playing,110000,30000,0,0,console
X360,2011,Action,370000,150000,0,50000,console
DS,2008,Action,60000,0,0,10000,portable
PS,1998,Role-Playing,290000,190000,890000,100000,console
DS,2013,Misc,30000,40000,0,10000,portable
DS,2008,Adventure,1880000,980000,0,300000,portable
3DS,2011,Shooter,20000,0,0,0,portable
3DS,2014,Action,0,0,60000,0,portable
Wii,2008,Sports,0,0,30000,0,console
Wii,2009,Action,100000,0,0,10000,console
PS2,2003,Racing,140000,110000,0,40000,console
PS4,2015,Shooter,20000,20000,0,10000,console
PSP,2011,Adventure,0,0,150000,0,portable
PS3,2013,Shooter,720000,690000,40000,310000,console
DS,2007,Action,1900000,1830000,950000,490000,portable
PSV,2014,Action,30000,30000,70000,20000,portable
DS,2007,Misc,730000,10000,0,60000,portable
N64,2000,Platform,0,0,90000,60000,console
PS3,2012,Action,0,0,30000,0,console
PS,1995,Sports,470000,320000,0,60000,console
PSV,2015,Action,0,0,10000,0,portable
PC,2007,Shooter,0,50000,0,10000,pc
NES,1988,Role-Playing,100000,0,3770000,0,console
PSP,2006,Adventure,100000,0,0,10000,portable
PS3,2014,Action,60000,160000,20000,50000,console
SNES,1995,Role-Playing,0,0,100000,0,console
PS3,2011,Fighting,450000,510000,0,190000,console
GC,2006,Platform,130000,30000,0,0,console
SAT,1996,Adventure,0,0,110000,0,console
Wii,2008,Strategy,290000,140000,190000,40000,console
PSP,2007,Strategy,90000,0,0,10000,portable
Wii,2011,Misc,150000,20000,0,10000,console
XB,2001,Sports,200000,60000,0,10000,console
DS,2008,Misc,0,0,50000,0,portable
PS,2000,Action,90000,60000,0,10000,console
Wii,2007,Action,160000,0,0,10000,console
XB,2003,Sports,40000,10000,0,0,console
SNES,1996,Role-Playing,0,0,310000,0,console
DS,2009,Puzzle,450000,140000,0,60000,portable
PSP,2009,Racing,290000,70000,0,60000,portable
SAT,1997,Fighting,0,0,60000,0,console
DS,2010,Misc,70000,0,0,10000,portable
PS2,2007,Strategy,50000,40000,0,10000,console
Wii,2010,Sports,30000,50000,0,10000,console
PS,1997,Racing,1410000,420000,30000,70000,console
PSV,2015,Sports,30000,0,0,10000,portable
PSV,2012,Action,800000,520000,70000,300000,portable
Wii,2009,Adventure,130000,180000,0,40000,console
PS3,2010,Action,0,0,210000,0,console
N64,2000,Simulation,210000,50000,0,0,console
GC,2005,Action,290000,80000,160000,10000,console
3DS,2015,Action,0,0,130000,0,portable
PS3,2013,Role-Playing,100000,0,190000,20000,console
DS,2007,Fighting,0,0,60000,0,portable
WiiU,2013,Platform,240000,120000,10000,30000,portable
SNES,1994,Sports,0,0,390000,0,console
PS2,2008,Sports,90000,70000,0,20000,console
PSP,2009,Role-Playing,0,0,40000,0,portable
3DS,2013,Simulation,960000,2020000,1890000,280000,portable
PS,1998,Action,140000,90000,0,20000,console
PS3,2012,Action,10000,240000,860000,90000,console
PS2,2002,Sports,3360000,210000,10000,560000,console
SAT,1998,Adventure,0,0,80000,0,console
PS,1999,Strategy,20000,10000,0,0,console
PS,1999,Action,230000,160000,0,30000,console
PS3,2009,Shooter,1200000,620000,0,290000,console
PS4,2016,Action,30000,240000,0,50000,console
PS2,2006,Misc,10000,10000,0,0,console
GBA,2005,Action,220000,80000,0,10000,portable
DS,2010,Misc,0,0,40000,0,portable
X360,2014,Shooter,510000,540000,0,100000,console
PS,1999,Adventure,290000,200000,0,30000,console
XB,2005,Action,100000,30000,0,0,console
PS3,2012,Sports,90000,110000,0,40000,console
DS,2007,Misc,0,0,340000,0,portable
PS2,2003,Sports,370000,290000,0,100000,console
DS,2008,Simulation,30000,0,0,0,portable
XB,2002,Fighting,400000,130000,0,20000,console
PS3,2009,Racing,270000,530000,0,200000,console
PS2,2006,Action,250000,190000,20000,60000,console
PS2,2003,Sports,270000,210000,0,70000,console
PS3,2009,Action,140000,30000,150000,20000,console
PS2,2006,Racing,10000,10000,0,0,console
PC,2007,Strategy,10000,20000,0,10000,pc
PSP,2010,Fighting,0,0,60000,0,portable
PSP,2006,Fighting,130000,0,20000,10000,portable
PSP,2006,Racing,30000,0,0,0,portable
DS,2008,Action,0,0,80000,0,portable
Wii,2009,Sports,610000,370000,0,110000,console
PS2,2001,Racing,160000,120000,0,40000,console
PS,1998,Strategy,50000,40000,0,10000,console
2600,1982,Action,320000,20000,0,0,console
DS,2008,Misc,0,0,60000,0,portable
PS2,2003,Shooter,60000,50000,0,20000,console
GC,2003,Role-Playing,540000,210000,310000,40000,console
PS3,2010,Sports,300000,640000,70000,220000,console
XB,2005,Shooter,30000,10000,0,0,console
XB,2004,Shooter,70000,20000,0,0,console
DS,2010,Simulation,0,0,230000,0,portable
DS,2008,Platform,260000,150000,0,50000,portable
3DS,2011,Action,0,0,20000,0,portable
PS2,2008,Sports,130000,70000,260000,2049999,console
DS,2004,Racing,310000,220000,0,60000,portable
PS2,2009,Fighting,530000,10000,0,540000,console
Wii,2010,Sports,120000,20000,0,10000,console
DS,2010,Action,240000,40000,0,20000,portable
X360,2011,Action,150000,30000,0,10000,console
PS2,2004,Shooter,400000,310000,0,100000,console
PSV,2017,Role-Playing,0,0,10000,0,portable
GBA,2001,Action,30000,10000,0,0,portable
PS3,2011,Misc,250000,200000,0,80000,console
PSP,2010,Racing,70000,0,0,10000,portable
DS,2009,Strategy,20000,0,0,0,portable
WS,2001,Strategy,0,0,30000,0,portable
Wii,2007,Misc,0,0,20000,0,console
X360,2009,Sports,20000,20000,0,0,console
PS2,2008,Action,200000,150000,0,50000,console
DS,2007,Puzzle,490000,1120000,0,90000,portable
DS,2011,Action,70000,30000,0,10000,portable
PSV,2015,Action,0,0,130000,0,portable
DS,2011,Puzzle,50000,50000,0,10000,portable
GBA,2001,Racing,240000,90000,0,10000,portable
PS,1998,Action,1150000,1140000,60000,130000,console
PS2,2000,Strategy,230000,180000,0,60000,console
PS2,2001,Sports,0,0,130000,0,console
X360,2014,Sports,350000,70000,0,40000,console
PSP,2009,Sports,150000,680000,10000,320000,portable
PS2,2004,Racing,50000,40000,0,10000,console
PS2,2004,Sports,2029999,210000,0,350000,console
SAT,1997,Shooter,0,0,150000,0,console
DS,2008,Misc,0,0,20000,0,portable
GBA,2004,Action,290000,110000,0,10000,portable
N64,2000,Strategy,130000,30000,0,0,console
PC,2014,Strategy,110000,220000,0,30000,pc
GBA,2003,Role-Playing,310000,110000,300000,20000,portable
PS2,2004,Action,100000,80000,0,30000,console
PSP,2009,Simulation,60000,0,0,10000,portable
PC,1998,Action,410000,0,0,0,pc
PSP,2008,Puzzle,30000,0,0,0,portable
PS2,2002,Racing,1920000,200000,0,60000,console
Wii,2007,Misc,3810000,2300000,1580000,730000,console
XB,2004,Racing,80000,20000,0,0,console
SNES,1993,Role-Playing,0,0,780000,0,console
PC,2014,Action,0,90000,0,20000,pc
PS2,2006,Sports,0,0,220000,0,console
PSP,2011,Role-Playing,0,0,280000,0,portable
PC,2010,Role-Playing,0,120000,0,20000,pc
PSV,2012,Action,0,0,90000,0,portable
X360,2005,Sports,90000,0,0,10000,console
Wii,2009,Simulation,60000,0,0,0,console
PS,1999,Misc,0,0,1000000,70000,console
X360,2009,Fighting,90000,0,10000,10000,console
GBA,2001,Puzzle,1250000,390000,0,60000,portable
GBA,2004,Misc,130000,50000,0,0,portable
PS,1998,Strategy,0,0,670000,50000,console
PC,2002,Shooter,0,10000,0,0,pc
PC,2007,Action,0,20000,0,10000,pc
X360,2013,Racing,10000,280000,0,30000,console
2600,1983,Shooter,450000,30000,0,10000,console
DS,2010,Action,0,0,30000,0,portable
XB,2002,Sports,110000,30000,0,10000,console
XB,2003,Racing,10000,0,0,0,console
PS,1996,Misc,20000,10000,0,0,console
X360,2011,Role-Playing,640000,280000,0,80000,console
Wii,2014,Action,0,50000,0,0,console
PS3,2008,Action,350000,220000,10000,100000,console
PS2,2001,Shooter,1990000,1050000,50000,220000,console
SNES,1995,Racing,0,0,100000,0,console
PS3,2008,Shooter,50000,10000,0,10000,console
PS,1999,Platform,2140000,1210000,10000,170000,console
PS3,2008,Action,1050000,670000,0,300000,console
PS2,2003,Sports,500000,390000,0,130000,console
Wii,2010,Action,60000,50000,0,10000,console
PS2,2004,Action,40000,30000,0,10000,console
PS,1997,Action,10000,10000,0,0,console
SNES,1995,Role-Playing,0,0,90000,0,console
Wii,2009,Fighting,60000,0,0,0,console
Wii,2011,Misc,190000,0,0,10000,console
DS,2009,Misc,80000,0,0,10000,portable
XB,2002,Fighting,40000,10000,0,0,console
XB,2003,Action,140000,40000,0,10000,console
X360,2010,Misc,150000,20000,20000,10000,console
3DS,2015,Role-Playing,710000,220000,520000,100000,portable
NES,1986,Shooter,320000,60000,570000,10000,console
3DS,2011,Platform,0,60000,0,10000,portable
PC,2011,Shooter,90000,90000,0,30000,pc
X360,2012,Action,280000,100000,0,30000,console
PSP,2012,Sports,0,0,200000,0,portable
PS3,2009,Shooter,1400000,1070000,80000,470000,console
XOne,2014,Shooter,3210000,1530000,10000,380000,console
PS2,2005,Racing,60000,50000,0,20000,console
X360,2007,Shooter,870000,50000,20000,80000,console
PS3,2010,Action,450000,940000,60000,330000,console
X360,2015,Sports,0,50000,0,0,console
PS3,2012,Shooter,410000,330000,90000,120000,console
Wii,2010,Sports,0,100000,0,10000,console
N64,1999,Action,180000,40000,0,0,console
N64,2000,Action,190000,50000,0,0,console
PS2,2004,Role-Playing,30000,20000,0,10000,console
DS,2006,Strategy,90000,0,0,10000,portable
PS3,2013,Fighting,0,0,30000,0,console
DS,2006,Puzzle,0,0,280000,0,portable
PSV,2012,Action,100000,150000,0,70000,portable
PS2,2002,Role-Playing,60000,50000,0,20000,console
PSP,2009,Role-Playing,0,0,330000,0,portable
DS,2008,Sports,210000,0,0,20000,portable
PC,2010,Puzzle,0,20000,0,10000,pc
DS,2008,Puzzle,30000,0,0,0,portable
3DS,2013,Platform,510000,750000,70000,120000,portable
PS2,2008,Racing,100000,80000,0,30000,console
DS,2009,Adventure,0,0,50000,0,portable
3DS,2012,Action,130000,30000,0,10000,portable
PSP,2007,Sports,10000,0,0,0,portable
PC,2007,Sports,0,10000,0,0,pc
PS4,2014,Adventure,100000,90000,10000,40000,console
GBA,2003,Action,400000,150000,0,10000,portable
GBA,2004,Platform,170000,60000,90000,10000,portable
PSP,2011,Adventure,0,0,40000,0,portable
PSP,2008,Strategy,0,0,180000,0,portable
PS2,2001,Action,1080000,700000,340000,210000,console
PS3,2014,Shooter,100000,150000,0,60000,console
PS2,2006,Role-Playing,120000,90000,0,30000,console
PC,2009,Adventure,0,40000,0,10000,pc
PS3,2011,Simulation,100000,60000,0,30000,console
DS,2008,Role-Playing,840000,0,0,60000,portable
GBA,2004,Adventure,260000,100000,70000,10000,portable
DS,2006,Action,40000,0,0,0,portable
GBA,2005,Sports,170000,60000,0,0,portable
PS2,2001,Racing,20000,20000,0,10000,console
GC,2006,Action,90000,20000,0,0,console
3DS,2012,Action,410000,270000,0,60000,portable
X360,2010,Shooter,630000,370000,20000,100000,console
Wii,2008,Sports,430000,290000,0,80000,console
PS3,2013,Misc,170000,150000,0,70000,console
XB,2003,Misc,260000,80000,0,10000,console
PSP,2006,Sports,90000,0,0,10000,portable
PC,2009,Action,20000,0,0,0,pc
PS2,2002,Action,180000,140000,160000,50000,console
PS,1999,Misc,260000,180000,0,30000,console
X360,2011,Shooter,830000,480000,20000,120000,console
DS,2008,Adventure,70000,0,0,10000,portable
PS2,2004,Racing,290000,230000,0,80000,console
N64,1999,Sports,270000,10000,0,0,console
DS,2008,Adventure,70000,0,0,0,portable
DS,2010,Action,120000,20000,0,10000,portable
PS2,2008,Adventure,0,0,130000,0,console
PSP,2012,Action,50000,190000,20000,100000,portable
PC,2012,Action,950000,1060000,0,290000,pc
SAT,1994,Shooter,0,0,60000,0,console
PSP,2011,Role-Playing,0,0,130000,0,portable
PS2,2008,Role-Playing,0,0,20000,0,console
PS,2000,Sports,60000,40000,0,10000,console
PS2,2008,Platform,60000,50000,0,20000,console
PS3,2016,Action,0,20000,0,0,console
DS,2009,Action,270000,140000,0,40000,portable
Wii,2009,Sports,150000,0,0,10000,console
PS3,2013,Role-Playing,0,0,10000,0,console
X360,2007,Strategy,130000,20000,0,10000,console
PSV,2015,Role-Playing,0,0,40000,0,portable
PS2,2006,Role-Playing,0,0,290000,0,console
PC,2016,Shooter,0,20000,0,0,pc
PS3,2010,Adventure,1290000,1270000,60000,500000,console
Wii,2008,Misc,360000,0,0,30000,console
3DS,2015,Puzzle,0,0,60000,0,portable
PSP,2006,Role-Playing,150000,0,70000,10000,portable
PSP,2012,Role-Playing,0,0,200000,0,portable
3DS,2014,Role-Playing,0,0,70000,0,portable
PS,1996,Misc,300000,200000,0,30000,console
Wii,2007,Platform,140000,0,10000,10000,console
PSP,2004,Misc,0,0,170000,0,portable
GC,2002,Platform,460000,120000,0,20000,console
3DS,2015,Misc,150000,40000,100000,20000,portable
PC,2010,Action,60000,0,0,0,pc
PSP,2009,Simulation,50000,20000,0,10000,portable
Wii,2010,Action,170000,200000,0,40000,console
XB,2003,Sports,440000,40000,0,20000,console
N64,1998,Sports,40000,0,0,0,console
DS,2008,Strategy,20000,0,0,0,portable
N64,1996,Simulation,560000,240000,300000,20000,console
PS2,2006,Misc,280000,210000,0,70000,console
PSV,2014,Fighting,30000,0,20000,10000,portable
PSP,2006,Puzzle,50000,0,0,10000,portable
PS,2001,Strategy,0,0,110000,10000,console
X360,2011,Racing,280000,170000,0,50000,console
PSP,2009,Adventure,70000,0,0,10000,portable
DS,2008,Adventure,0,0,20000,0,portable
PS4,2014,Role-Playing,0,10000,40000,0,console
XB,2005,Racing,530000,460000,0,50000,console
PS4,2013,Misc,180000,160000,0,50000,console
XB,2004,Shooter,860000,450000,0,60000,console
PSP,2005,Shooter,1050000,60000,10000,110000,portable
X360,2010,Role-Playing,120000,130000,60000,30000,console
X360,2012,Sports,170000,650000,0,100000,console
PS2,2006,Action,20000,10000,0,0,console
Wii,2008,Sports,60000,0,0,10000,console
PS3,2012,Simulation,0,0,20000,0,console
XB,2005,Platform,60000,20000,0,0,console
2600,1982,Shooter,730000,40000,0,10000,console
Wii,2009,Action,280000,400000,0,90000,console
XB,2003,Sports,130000,40000,0,10000,console
X360,2008,Action,710000,690000,20000,180000,console
PS2,2003,Strategy,80000,70000,0,20000,console
GC,2002,Misc,40000,10000,0,0,console
DS,2010,Misc,0,0,20000,0,portable
XB,2004,Role-Playing,80000,20000,0,0,console
X360,2013,Platform,860000,360000,0,110000,console
PC,2008,Puzzle,0,30000,0,10000,pc
PS3,2009,Action,380000,260000,0,120000,console
PS3,2011,Role-Playing,290000,190000,670000,90000,console
XB,2005,Racing,320000,190000,0,10000,console
GBA,2004,Puzzle,0,0,50000,0,portable
PS2,2001,Misc,1160000,910000,0,300000,console
GC,2005,Action,120000,30000,0,0,console
PC,2009,Racing,0,50000,0,10000,pc
PS3,2013,Action,30000,430000,510000,10000,console
PSV,2016,Sports,0,0,170000,0,portable
SAT,1995,Sports,0,0,220000,0,console
Wii,2010,Adventure,60000,0,0,0,console
PS,1998,Sports,360000,250000,0,40000,console
PS2,2009,Sports,280000,220000,0,70000,console
Wii,2010,Racing,40000,20000,0,10000,console
GC,2002,Misc,480000,130000,0,20000,console
GBA,2004,Sports,60000,20000,0,0,portable
Wii,2011,Sports,160000,0,250000,10000,console
PSP,2010,Action,120000,30000,10000,30000,portable
PSV,2015,Misc,0,0,40000,0,portable
PS2,2004,Simulation,1040000,810000,0,270000,console
PSP,2011,Adventure,0,0,20000,0,portable
X360,2014,Adventure,30000,30000,0,10000,console
GBA,2004,Misc,30000,10000,0,0,portable
X360,2009,Sports,230000,0,0,20000,console
